id,language,sentence,tokenized_sentence,expression,category,indices
4292,tr,Eğer üstüne birşeyler alacaksan şimdiden al geri dönmeyelim.,"['Eğer', 'üstüne', 'birşeyler', 'alacaksan', 'şimdiden', 'al', 'geri', 'dönmeyelim', '.']",üstüne almak,literal,[-1]
4293,tr,Başından geçenleri anlatmak ister misin?,"['Başından', 'geçenleri', 'anlatmak', 'ister', 'misin', '?']",başa geçmek,literal,[-1]
4294,tr,Ellerimde çiçekler kapıyı açmasını bekliyorum.,"['Ellerimde', 'çiçekler', 'kapıyı', 'açmasını', 'bekliyorum', '.']",el açmak,literal,[-1]
4295,tr,Yeni baştan bir daha ele alalım,"['Yeni', 'baştan', 'bir', 'daha', 'ele', 'alalım']",ele almak,idiomatic,"[4, 5]"
4296,tr,bilgisayarında ki tuşların üstü aşındığı için yeni klavye satın aldı.,"['bilgisayarında', 'ki', 'tuşların', 'üstü', 'aşındığı', 'için', 'yeni', 'klavye', 'satın', 'aldı', '.']",üstüne almak,literal,[-1]
4297,tr,Kalemi elime aldım.,"['Kalemi', 'elime', 'aldım', '.']",ele almak,literal,[-1]
4298,tr,Otobüse binen engelli bireye herkes yer vermek istedi.,"['Otobüse', 'binen', 'engelli', 'bireye', 'herkes', 'yer', 'vermek', 'istedi', '.']",yer vermek,literal,[-1]
4299,tr,Parmaklarındaki ağrıyı anlayabilmek için ellerini açmasını istedim.,"['Parmaklarındaki', 'ağrıyı', 'anlayabilmek', 'için', 'ellerini', 'açmasını', 'istedim', '.']",el açmak,literal,[-1]
4300,tr,bu okulu kazanmak için durma sıkıca çalış,"['bu', 'okulu', 'kazanmak', 'için', 'durma', 'sıkıca', 'çalış']",sıkı durmak,literal,[-1]
4301,tr,Bazen işleri kötüleştirse de onun iyi olması için rol de oynadı,"['Bazen', 'işleri', 'kötüleştirse', 'de', 'onun', 'iyi', 'olması', 'için', 'rol', 'de', 'oynadı']",rol oynamak,idiomatic,"[8, 10]"
4302,tr,Şehit olan askerin ailesini televizyonda görünce içim eridi onlar için,"['Şehit', 'olan', 'askerin', 'ailesini', 'televizyonda', 'görünce', 'içim', 'eridi', 'onlar', 'için']",içi erimek,idiomatic,"[6, 7]"
4303,tr,"Şirketler, fotoğrafsız cv’ler üzerinde hiç durmuyorlar.","['Şirketler', ',', 'fotoğrafsız', 'cv', '’', 'ler', 'üzerinde', 'hiç', 'durmuyorlar', '.']",üzerinde durmak,idiomatic,"[6, 8]"
4304,tr,Zamanının tümünü oyundaki karakterleri öldürmekle geçiriyordu,"['Zamanının', 'tümünü', 'oyundaki', 'karakterleri', 'öldürmekle', 'geçiriyordu']",zaman öldürmek,literal,[-1]
4305,tr,Karşı çıktığı şeylerin haklılığına kendisi bile inanmıyor,"['Karşı', 'çıktığı', 'şeylerin', 'haklılığına', 'kendisi', 'bile', 'inanmıyor']",karşı çıkmak,idiomatic,"[0, 1]"
4306,tr,Dedem alt katin merdivenine basamak yaptı.,"['Dedem', 'alt', 'katin', 'merdivenine', 'basamak', 'yaptı', '.']",basamak yapmak,literal,[-1]
4307,tr,dolgulu çikolatanın içi eridi.,"['dolgulu', 'çikolatanın', 'içi', 'eridi', '.']",içi erimek,literal,[-1]
4308,tr,Alman bilim adamları atom bombasının icadında önemli rol oynadılar.,"['Alman', 'bilim', 'adamları', 'atom', 'bombasının', 'icadında', 'önemli', 'rol', 'oynadılar', '.']",rol oynamak,idiomatic,"[7, 8]"
4309,tr,"sıkıca tut ellerimi, durmadan sevdiğini söyle bana","['sıkıca', 'tut', 'ellerimi', ',', 'durmadan', 'sevdiğini', 'söyle', 'bana']",sıkı durmak,literal,[-1]
4310,tr,"İçi erimiş, peynirin heba olduğunu görünce.","['İçi', 'erimiş', ',', 'peynirin', 'heba', 'olduğunu', 'görünce', '.']",içi erimek,idiomatic,"[0, 1]"
4311,tr,"Kemerini sıkı sıkı bağla, kazada yerinde dur.","['Kemerini', 'sıkı', 'sıkı', 'bağla', ',', 'kazada', 'yerinde', 'dur', '.']",sıkı durmak,literal,[-1]
4312,tr,Bu yazdığını defterden hemen siliyorsun.,"['Bu', 'yazdığını', 'defterden', 'hemen', 'siliyorsun', '.']",defterden silmek,literal,[-1]
4313,tr,Artık bazı sorumlulukları üstünden atmamaya karar vermişti.,"['Artık', 'bazı', 'sorumlulukları', 'üstünden', 'atmamaya', 'karar', 'vermişti', '.']",üstünden atmak,idiomatic,"[3, 4]"
4314,tr,Tüm yapraklarını döken bu elma ağacının senede kaç kilo meyve verdiğini saydınız mı?,"['Tüm', 'yapraklarını', 'döken', 'bu', 'elma', 'ağacının', 'senede', 'kaç', 'kilo', 'meyve', 'verdiğini', 'saydınız', 'mı', '?']",sayıp dökmek,literal,[-1]
4315,tr,Beni oyalayarak zaman kazanıyor.,"['Beni', 'oyalayarak', 'zaman', 'kazanıyor', '.']",zaman kazanmak,idiomatic,"[2, 3]"
4316,tr,Bu olayı bu şekilde ele alacağını hiç düşünmemiştim.,"['Bu', 'olayı', 'bu', 'şekilde', 'ele', 'alacağını', 'hiç', 'düşünmemiştim', '.']",ele almak,idiomatic,"[4, 5]"
4317,tr,Künefenin üstüne bi çay alsak fena olmaz,"['Künefenin', 'üstüne', 'bi', 'çay', 'alsak', 'fena', 'olmaz']",üstüne almak,literal,[-1]
4318,tr,O eli sıkı adamın yanında durmaktan nefret ediyorum.,"['O', 'eli', 'sıkı', 'adamın', 'yanında', 'durmaktan', 'nefret', 'ediyorum', '.']",sıkı durmak,literal,[-1]
4319,tr,Parmak izimizi bırakmayalım diye çok dikkatli davrandık.,"['Parmak', 'izimizi', 'bırakmayalım', 'diye', 'çok', 'dikkatli', 'davrandık', '.']",iz bırakmak,literal,[-1]
4320,tr,Hera'nın bu planına Zeus bile karşı çıkamadı.,"[""Hera'nın"", 'bu', 'planına', 'Zeus', 'bile', 'karşı', 'çıkamadı', '.']",karşı çıkmak,idiomatic,"[5, 6]"
4321,tr,duyduğun her bilgiyi kitap üstüne yazarak almak gerekmiyor,"['duyduğun', 'her', 'bilgiyi', 'kitap', 'üstüne', 'yazarak', 'almak', 'gerekmiyor']",üstüne almak,literal,[-1]
4322,tr,Üst devreler durumu işin içinden çıkılmaz bir hale getirdiler.,"['Üst', 'devreler', 'durumu', 'işin', 'içinden', 'çıkılmaz', 'bir', 'hale', 'getirdiler', '.']",üste çıkmak,literal,[-1]
4323,tr,Bu konunun yönetim tarafından ele nasıl alınacağı hepimiz için çok önemli.,"['Bu', 'konunun', 'yönetim', 'tarafından', 'ele', 'nasıl', 'alınacağı', 'hepimiz', 'için', 'çok', 'önemli', '.']",ele almak,idiomatic,"[4, 6]"
4324,tr,İş yerine parmak basarak giriyoruz.,"['İş', 'yerine', 'parmak', 'basarak', 'giriyoruz', '.']",parmak basmak,literal,[-1]
4325,tr,"Nefesini tuttu, nabzına baktı ve uçurumdan atladı.","['Nefesini', 'tuttu', ',', 'nabzına', 'baktı', 've', 'uçurumdan', 'atladı', '.']",nabzını tutmak,literal,[-1]
4326,tr,Konuşmamda bu konuya da yer vermek istiyorum.,"['Konuşmamda', 'bu', 'konuya', 'da', 'yer', 'vermek', 'istiyorum', '.']",yer vermek,idiomatic,"[4, 5]"
4327,tr,Metroda giderken ayakta sıkı durman gerekir.,"['Metroda', 'giderken', 'ayakta', 'sıkı', 'durman', 'gerekir', '.']",sıkı durmak,idiomatic,"[3, 4]"
4328,tr,"Bu sınavın çocukların hayatındaki önemi konusuna sürekli parmak basan ebeveynler, çocukları strese sürüklüyor","['Bu', 'sınavın', 'çocukların', 'hayatındaki', 'önemi', 'konusuna', 'sürekli', 'parmak', 'basan', 'ebeveynler', ',', 'çocukları', 'strese', 'sürüklüyor']",parmak basmak,idiomatic,"[7, 8]"
4329,tr,radyoda çalan şarkılar için toplum karşı çıktı,"['radyoda', 'çalan', 'şarkılar', 'için', 'toplum', 'karşı', 'çıktı']",karşı çıkmak,idiomatic,"[5, 6]"
4330,tr,Hesap verilebilirlik önemlidir,"['Hesap', 'verilebilirlik', 'önemlidir']",hesap vermek,idiomatic,"[0, 1]"
4331,tr,Sana hesap verecek değilim.,"['Sana', 'hesap', 'verecek', 'değilim', '.']",hesap vermek,idiomatic,"[1, 2]"
4332,tr,"Söyle ona, üst kattaki komşulara çıktığını bir daha görmeyeceğim!","['Söyle', 'ona', ',', 'üst', 'kattaki', 'komşulara', 'çıktığını', 'bir', 'daha', 'görmeyeceğim', '!']",üste çıkmak,literal,[-1]
4333,tr,Galatasaray'daki kötü gidişatın hesabını Cengiz yönetimi verecek.,"[""Galatasaray'daki"", 'kötü', 'gidişatın', 'hesabını', 'Cengiz', 'yönetimi', 'verecek', '.']",hesap vermek,idiomatic,"[3, 6]"
4334,tr,Altını özellikle çizin bu konu sınavda çıkar.,"['Altını', 'özellikle', 'çizin', 'bu', 'konu', 'sınavda', 'çıkar', '.']",altını çizmek,literal,[-1]
4335,tr,Topladığı deniz yıldızlarını tek tek saydıktan sonra hepsini tekrar denize döktü.,"['Topladığı', 'deniz', 'yıldızlarını', 'tek', 'tek', 'saydıktan', 'sonra', 'hepsini', 'tekrar', 'denize', 'döktü', '.']",sayıp dökmek,literal,[-1]
4336,tr,Başvuru süreci boyunca herkes birbirini basamak yapıp kabul edilmenin derdine düşmüştü.,"['Başvuru', 'süreci', 'boyunca', 'herkes', 'birbirini', 'basamak', 'yapıp', 'kabul', 'edilmenin', 'derdine', 'düşmüştü', '.']",basamak yapmak,idiomatic,"[5, 6]"
4337,tr,Yaptıklarının hesabını bana vereceksin.,"['Yaptıklarının', 'hesabını', 'bana', 'vereceksin', '.']",hesap vermek,idiomatic,"[1, 3]"
4338,tr,"Yemeğin üstüne takla atma, miden bulanır.","['Yemeğin', 'üstüne', 'takla', 'atma', ',', 'miden', 'bulanır', '.']",üstünden atmak,literal,[-1]
4339,tr,Denizin üstünde yüzsün diye şişme yatak attı.,"['Denizin', 'üstünde', 'yüzsün', 'diye', 'şişme', 'yatak', 'attı', '.']",üstünden atmak,literal,[-1]
4340,tr,kadın şiddeti konusunda çözüm yolunun eğitimden geçtiğine parmak basılmıştı,"['kadın', 'şiddeti', 'konusunda', 'çözüm', 'yolunun', 'eğitimden', 'geçtiğine', 'parmak', 'basılmıştı']",parmak basmak,idiomatic,"[7, 8]"
4341,tr,Diğer yarışmacılar hazmedemeyince üstüme çamur attılar.,"['Diğer', 'yarışmacılar', 'hazmedemeyince', 'üstüme', 'çamur', 'attılar', '.']",üstünden atmak,idiomatic,"[3, 5]"
4342,tr,Ortaya attığın simit tüm kuşları ürküttü.,"['Ortaya', 'attığın', 'simit', 'tüm', 'kuşları', 'ürküttü', '.']",ortaya atmak,literal,[-1]
4343,tr,Çocuğun üstüne alacak birşeyi yoktu.,"['Çocuğun', 'üstüne', 'alacak', 'birşeyi', 'yoktu', '.']",üstüne almak,literal,[-1]
4344,tr,"Oku, düşün, sorgula, harekete geç, üretken ol, anlamlı herhangi bir güzellik koy ortaya.","['Oku', ',', 'düşün', ',', 'sorgula', ',', 'harekete', 'geç', ',', 'üretken', 'ol', ',', 'anlamlı', 'herhangi', 'bir', 'güzellik', 'koy', 'ortaya', '.']",ortaya koymak,idiomatic,"[17, 16]"
4345,tr,"sıkı giyin, soğukta tenefüste durma","['sıkı', 'giyin', ',', 'soğukta', 'tenefüste', 'durma']",sıkı durmak,literal,[-1]
4346,tr,Yaptığın bu yaramazlığın hesabını babana nasıl vereceksin?,"['Yaptığın', 'bu', 'yaramazlığın', 'hesabını', 'babana', 'nasıl', 'vereceksin', '?']",hesap vermek,idiomatic,"[3, 6]"
4347,tr,Tam ayvayı yedik derken babam elinde anahtarla çıkageldi.,"['Tam', 'ayvayı', 'yedik', 'derken', 'babam', 'elinde', 'anahtarla', 'çıkageldi', '.']",ayvayı yemek,idiomatic,"[1, 2]"
4348,tr,Büyük düşünürler izlerini nasıl bırakmışlar bu dünyaya bir düşün,"['Büyük', 'düşünürler', 'izlerini', 'nasıl', 'bırakmışlar', 'bu', 'dünyaya', 'bir', 'düşün']",iz bırakmak,idiomatic,"[2, 4]"
4349,tr,Başkasına el açmak zordur,"['Başkasına', 'el', 'açmak', 'zordur']",el açmak,idiomatic,"[1, 2]"
4350,tr,Basamaklar eğer ki sağlam yapılıyorsa yüksek mukavemetli olabilirler.,"['Basamaklar', 'eğer', 'ki', 'sağlam', 'yapılıyorsa', 'yüksek', 'mukavemetli', 'olabilirler', '.']",basamak yapmak,literal,[-1]
4351,tr,Söylediklerimi hiç üstüne almadı,"['Söylediklerimi', 'hiç', 'üstüne', 'almadı']",üstüne almak,idiomatic,"[2, 3]"
4352,tr,Kıbrıs Türk halkının kendi özgür iradesini ortaya koyacak yetenekte ve kabiliyette olduğunu herkesin kabul etmesi lazım.,"['Kıbrıs', 'Türk', 'halkının', 'kendi', 'özgür', 'iradesini', 'ortaya', 'koyacak', 'yetenekte', 've', 'kabiliyette', 'olduğunu', 'herkesin', 'kabul', 'etmesi', 'lazım', '.']",ortaya koymak,idiomatic,"[6, 7]"
4353,tr,Böyle olaylarda sıkı durman çok önemli.,"['Böyle', 'olaylarda', 'sıkı', 'durman', 'çok', 'önemli', '.']",sıkı durmak,idiomatic,"[2, 3]"
4354,tr,Bütün cüceler sıkı duran canlılardır.,"['Bütün', 'cüceler', 'sıkı', 'duran', 'canlılardır', '.']",sıkı durmak,idiomatic,"[2, 3]"
4355,tr,Ahmet bahçeden toplamış hepimiz ayvaları yedik.,"['Ahmet', 'bahçeden', 'toplamış', 'hepimiz', 'ayvaları', 'yedik', '.']",ayvayı yemek,literal,[-1]
4356,tr,Bunca kötü niyetli davranışından sonra onu defterden silmekten başka yapacak birşey kalmadı.,"['Bunca', 'kötü', 'niyetli', 'davranışından', 'sonra', 'onu', 'defterden', 'silmekten', 'başka', 'yapacak', 'birşey', 'kalmadı', '.']",defterden silmek,idiomatic,"[6, 7]"
4357,tr,"Uçak yine rötar yaparak, bizim tüm zamanımızı öldürdü.","['Uçak', 'yine', 'rötar', 'yaparak', ',', 'bizim', 'tüm', 'zamanımızı', 'öldürdü', '.']",zaman öldürmek,idiomatic,"[7, 8]"
4358,tr,Kedim sıkı duran kağıtlarımı dağıttı.,"['Kedim', 'sıkı', 'duran', 'kağıtlarımı', 'dağıttı', '.']",sıkı durmak,literal,[-1]
4359,tr,Çekilişlerde bende zaman zaman kazandım,"['Çekilişlerde', 'bende', 'zaman', 'zaman', 'kazandım']",zaman kazanmak,literal,[-1]
4360,tr,Çıkmaz ayın son perşembesi karşı karşıya geliriz belki,"['Çıkmaz', 'ayın', 'son', 'perşembesi', 'karşı', 'karşıya', 'geliriz', 'belki']",karşı çıkmak,literal,[-1]
4361,tr,Antalya'da üç dönüm yer aldı.,"[""Antalya'da"", 'üç', 'dönüm', 'yer', 'aldı', '.']",yer almak,literal,[-1]
4362,tr,Üstüme ne aldım anlayamadım bile karombole bir toplantıydı.,"['Üstüme', 'ne', 'aldım', 'anlayamadım', 'bile', 'karombole', 'bir', 'toplantıydı', '.']",üstüne almak,idiomatic,"[0, 2]"
4363,tr,Böyle performans göstermeye devam ederse en üst sıraya çıkacak,"['Böyle', 'performans', 'göstermeye', 'devam', 'ederse', 'en', 'üst', 'sıraya', 'çıkacak']",üste çıkmak,literal,[-1]
4364,tr,Bütün zamanına boş işlerle öldürüyormuş.,"['Bütün', 'zamanına', 'boş', 'işlerle', 'öldürüyormuş', '.']",zaman öldürmek,idiomatic,"[1, 4]"
4365,tr,O yol açılacak!,"['O', 'yol', 'açılacak', '!']",yol açmak,literal,[-1]
4366,tr,Yer aldığın projenin konusu güzel.,"['Yer', 'aldığın', 'projenin', 'konusu', 'güzel', '.']",yer almak,idiomatic,"[0, 1]"
4367,tr,Turşunuh içi erimiş.,"['Turşunuh', 'içi', 'erimiş', '.']",içi erimek,literal,[-1]
4368,tr,Zaman kazanayım derken zaman kaybetti,"['Zaman', 'kazanayım', 'derken', 'zaman', 'kaybetti']",zaman kazanmak,idiomatic,"[0, 1]"
4369,tr,"Tansiyonu çıkıyor, nabzı artıyor, midesini bulantı tutuyordu, ancak yeni çocuklara hamile olmak için hiçbir tereddüte sahip değildi.","['Tansiyonu', 'çıkıyor', ',', 'nabzı', 'artıyor', ',', 'midesini', 'bulantı', 'tutuyordu', ',', 'ancak', 'yeni', 'çocuklara', 'hamile', 'olmak', 'için', 'hiçbir', 'tereddüte', 'sahip', 'değildi', '.']",nabzını tutmak,literal,[-1]
4370,tr,Çekilişten zaman yönetimi adlı kitabı kazandım.,"['Çekilişten', 'zaman', 'yönetimi', 'adlı', 'kitabı', 'kazandım', '.']",zaman kazanmak,literal,[-1]
4371,tr,Vatanımız uğruna gazimizin evlatları ile ortaya koyduğu cesareti ve fedakarlığı dinlemekten büyük bir memnuniyet duydum.,"['Vatanımız', 'uğruna', 'gazimizin', 'evlatları', 'ile', 'ortaya', 'koyduğu', 'cesareti', 've', 'fedakarlığı', 'dinlemekten', 'büyük', 'bir', 'memnuniyet', 'duydum', '.']",ortaya koymak,idiomatic,"[5, 6]"
4372,tr,Elini tuttuğunda nabzı yükselmeye başladı.,"['Elini', 'tuttuğunda', 'nabzı', 'yükselmeye', 'başladı', '.']",nabzını tutmak,literal,[-1]
4373,tr,Bu işin hesabını kim verecek,"['Bu', 'işin', 'hesabını', 'kim', 'verecek']",hesap vermek,idiomatic,"[2, 4]"
4374,tr,Film başlamadan önce salonda yerimizi aldık.,"['Film', 'başlamadan', 'önce', 'salonda', 'yerimizi', 'aldık', '.']",yer almak,literal,[-1]
4375,tr,Balkona çıkarken üstüne aldığı yeleği meğer annesi örmüş,"['Balkona', 'çıkarken', 'üstüne', 'aldığı', 'yeleği', 'meğer', 'annesi', 'örmüş']",üstüne almak,literal,[-1]
4376,tr,Bu konunun özellikle altını çizdim ki unutmasınlar,"['Bu', 'konunun', 'özellikle', 'altını', 'çizdim', 'ki', 'unutmasınlar']",altını çizmek,idiomatic,"[3, 4]"
4377,tr,koronavirüse karşı sıkı durmak gerek,"['koronavirüse', 'karşı', 'sıkı', 'durmak', 'gerek']",sıkı durmak,idiomatic,"[2, 3]"
4378,tr,Onun kuşu çok sıkı duruyordu.,"['Onun', 'kuşu', 'çok', 'sıkı', 'duruyordu', '.']",sıkı durmak,idiomatic,"[3, 4]"
4379,tr,Hoca derste bu konunun altını ısrarla çizmişti.,"['Hoca', 'derste', 'bu', 'konunun', 'altını', 'ısrarla', 'çizmişti', '.']",altını çizmek,idiomatic,"[4, 6]"
4380,tr,adımı defterinden silmezsen yazık olur,"['adımı', 'defterinden', 'silmezsen', 'yazık', 'olur']",defterden silmek,idiomatic,"[1, 2]"
4381,tr,defterden silmek yetmez aklında da sileceksin,"['defterden', 'silmek', 'yetmez', 'aklında', 'da', 'sileceksin']",defterden silmek,idiomatic,"[0, 1]"
4382,tr,"Sıkı bir diyetten çıktım, bir tepsi baklava verseler duramam yerim.","['Sıkı', 'bir', 'diyetten', 'çıktım', ',', 'bir', 'tepsi', 'baklava', 'verseler', 'duramam', 'yerim', '.']",sıkı durmak,literal,[-1]
4383,tr,Tek yön yolda karşıdan araba gelince geri geri çıkmak zorunda kaldı.,"['Tek', 'yön', 'yolda', 'karşıdan', 'araba', 'gelince', 'geri', 'geri', 'çıkmak', 'zorunda', 'kaldı', '.']",karşı çıkmak,literal,[-1]
4384,tr,Sahte olup olmadığını anlamak için satın aldığı altının üzerini çizdi.,"['Sahte', 'olup', 'olmadığını', 'anlamak', 'için', 'satın', 'aldığı', 'altının', 'üzerini', 'çizdi', '.']",altını çizmek,literal,[-1]
4385,tr,"Gözümü kapatınca karşımda beliriyor, aklımdan çıkmıyorsun.","['Gözümü', 'kapatınca', 'karşımda', 'beliriyor', ',', 'aklımdan', 'çıkmıyorsun', '.']",karşı çıkmak,literal,[-1]
4386,tr,Karşı kaldırıma çıkarken düştü,"['Karşı', 'kaldırıma', 'çıkarken', 'düştü']",karşı çıkmak,literal,[-1]
4387,tr,Gişede bilet sırasında beklerken arkadaşıma kaç kişilik yer almam almam gerektiğini sordum.,"['Gişede', 'bilet', 'sırasında', 'beklerken', 'arkadaşıma', 'kaç', 'kişilik', 'yer', 'almam', 'almam', 'gerektiğini', 'sordum', '.']",yer almak,literal,[-1]
4388,tr,Yeri neden alamadın ?,"['Yeri', 'neden', 'alamadın', '?']",yer almak,literal,[-1]
4389,tr,Lafı eveleyip geveleyerek zaman mı kazanmaya çalışıyorsun?,"['Lafı', 'eveleyip', 'geveleyerek', 'zaman', 'mı', 'kazanmaya', 'çalışıyorsun', '?']",zaman kazanmak,idiomatic,"[3, 5]"
4390,tr,Konuşmasında ayva yemenin faydalarına yer verdi.,"['Konuşmasında', 'ayva', 'yemenin', 'faydalarına', 'yer', 'verdi', '.']",ayvayı yemek,literal,[-1]
4391,tr,Eşyalarını yola döke saça giden çocukları sayamadım,"['Eşyalarını', 'yola', 'döke', 'saça', 'giden', 'çocukları', 'sayamadım']",sayıp dökmek,literal,[-1]
4392,tr,Hocayı dinlerken bir taraftan da deftere aldığı notların altını çiziyordu.,"['Hocayı', 'dinlerken', 'bir', 'taraftan', 'da', 'deftere', 'aldığı', 'notların', 'altını', 'çiziyordu', '.']",altını çizmek,literal,[-1]
4393,tr,Esad kimyasal silah kullanacak kadar salak mı yoksa Amerika Suriye'ye girebilmek için kendine yol mu açtı.,"['Esad', 'kimyasal', 'silah', 'kullanacak', 'kadar', 'salak', 'mı', 'yoksa', 'Amerika', ""Suriye'ye"", 'girebilmek', 'için', 'kendine', 'yol', 'mu', 'açtı', '.']",yol açmak,idiomatic,"[13, 15]"
4394,tr,Zamanında bu adamı öldürseydin bu kadar çekmezdin.,"['Zamanında', 'bu', 'adamı', 'öldürseydin', 'bu', 'kadar', 'çekmezdin', '.']",zaman öldürmek,literal,[-1]
4395,tr,Böyle işlerle zaman öldürmemelisin,"['Böyle', 'işlerle', 'zaman', 'öldürmemelisin']",zaman öldürmek,idiomatic,"[2, 3]"
4396,tr,"Hakkını vermek lazım, rolünü iyi oynadı.","['Hakkını', 'vermek', 'lazım', ',', 'rolünü', 'iyi', 'oynadı', '.']",rol oynamak,literal,[-1]
4397,tr,"Doktor, yanıklar iyileşmişse elini yarın açabiliriz dedi","['Doktor', ',', 'yanıklar', 'iyileşmişse', 'elini', 'yarın', 'açabiliriz', 'dedi']",el açmak,literal,[-1]
4398,tr,Bu zalim adamlara elimizi avcumuzu açtırma yarabbim.,"['Bu', 'zalim', 'adamlara', 'elimizi', 'avcumuzu', 'açtırma', 'yarabbim', '.']",el açmak,idiomatic,"[3, 5]"
4399,tr,İzmir'de deprem olursa ayvayı yedik.,"[""İzmir'de"", 'deprem', 'olursa', 'ayvayı', 'yedik', '.']",ayvayı yemek,idiomatic,"[3, 4]"
4400,tr,Gözlerimi yumdum ve hemen uykuya daldım.,"['Gözlerimi', 'yumdum', 've', 'hemen', 'uykuya', 'daldım', '.']",göz yummak,literal,[-1]
4401,tr,Tebrikler sıralamada en üst sıraya çıktın!,"['Tebrikler', 'sıralamada', 'en', 'üst', 'sıraya', 'çıktın', '!']",üste çıkmak,literal,[-1]
4402,tr,Galatasaray güzel bir performans ortaya koyarak üç puanı evine götürdü.,"['Galatasaray', 'güzel', 'bir', 'performans', 'ortaya', 'koyarak', 'üç', 'puanı', 'evine', 'götürdü', '.']",ortaya koymak,idiomatic,"[4, 5]"
4403,tr,"Büyük Atatürk, Türk toplumu için yaptıklarıyla asla silinmeyecek bir iz bıraktı.","['Büyük', 'Atatürk', ',', 'Türk', 'toplumu', 'için', 'yaptıklarıyla', 'asla', 'silinmeyecek', 'bir', 'iz', 'bıraktı', '.']",iz bırakmak,idiomatic,"[10, 11]"
4404,tr,Çiçekleri ortaya koy yanlarına da meyveleri.,"['Çiçekleri', 'ortaya', 'koy', 'yanlarına', 'da', 'meyveleri', '.']",ortaya koymak,literal,[-1]
4405,tr,İçki şişeleri sıkı duracak şekilde diziliyorlar.,"['İçki', 'şişeleri', 'sıkı', 'duracak', 'şekilde', 'diziliyorlar', '.']",sıkı durmak,literal,[-1]
4406,tr,Kolları sıvayıp işe girişti.,"['Kolları', 'sıvayıp', 'işe', 'girişti', '.']",kolları sıvamak,literal,[-1]
4407,tr,Banka görevlisi vadesiz hesap açmamı engelleyen sorunu şubeye gitmeden çözemeyeceğime dair bilgi verdi.,"['Banka', 'görevlisi', 'vadesiz', 'hesap', 'açmamı', 'engelleyen', 'sorunu', 'şubeye', 'gitmeden', 'çözemeyeceğime', 'dair', 'bilgi', 'verdi', '.']",hesap vermek,literal,[-1]
4408,tr,Genç çocuğun karşısına en sevdiği  öğretmen pastayla çıkmıştı.,"['Genç', 'çocuğun', 'karşısına', 'en', 'sevdiği', 'öğretmen', 'pastayla', 'çıkmıştı', '.']",karşı çıkmak,literal,[-1]
4409,tr,Hoca sınavda altı çizilen yerlerden soru geleceğini söyledi.,"['Hoca', 'sınavda', 'altı', 'çizilen', 'yerlerden', 'soru', 'geleceğini', 'söyledi', '.']",altını çizmek,literal,[-1]
4410,tr,"Yap oğlum ortaya bir karışık, bir de salata koy masaya.","['Yap', 'oğlum', 'ortaya', 'bir', 'karışık', ',', 'bir', 'de', 'salata', 'koy', 'masaya', '.']",ortaya koymak,literal,[-1]
4411,tr,Dondurmanın külahın dışında kalan kısmı erirken içinde kalan kısmı hala sağlamdı.,"['Dondurmanın', 'külahın', 'dışında', 'kalan', 'kısmı', 'erirken', 'içinde', 'kalan', 'kısmı', 'hala', 'sağlamdı', '.']",içi erimek,literal,[-1]
4412,tr,Zaman geçtikçe para da kazanılır,"['Zaman', 'geçtikçe', 'para', 'da', 'kazanılır']",zaman kazanmak,literal,[-1]
4413,tr,Başına yeni dertler açıldıkça elinden bir şey gelmiyordu.,"['Başına', 'yeni', 'dertler', 'açıldıkça', 'elinden', 'bir', 'şey', 'gelmiyordu', '.']",el açmak,literal,[-1]
4414,tr,yapılan fiyat artışlarına muhtar karşı çıktı,"['yapılan', 'fiyat', 'artışlarına', 'muhtar', 'karşı', 'çıktı']",karşı çıkmak,idiomatic,"[4, 5]"
4415,tr,Çikolatanın içine süt ekleyip benmari usulü eritti.,"['Çikolatanın', 'içine', 'süt', 'ekleyip', 'benmari', 'usulü', 'eritti', '.']",içi erimek,literal,[-1]
4416,tr,Başka şeylerle uğraşarak bu değerli zamanını öldürme,"['Başka', 'şeylerle', 'uğraşarak', 'bu', 'değerli', 'zamanını', 'öldürme']",zaman öldürmek,idiomatic,"[5, 6]"
4417,tr,Benim de yer aldığım deneyde güzel bir ilerleme kaydettik,"['Benim', 'de', 'yer', 'aldığım', 'deneyde', 'güzel', 'bir', 'ilerleme', 'kaydettik']",yer almak,idiomatic,"[2, 3]"
4418,tr,"Sınavlardaki başarısızlık içimden bir parçayı eritti, birazını ise rahatlattı, çünkü artık istediğim tercihleri yapabilecektim.","['Sınavlardaki', 'başarısızlık', 'içimden', 'bir', 'parçayı', 'eritti', ',', 'birazını', 'ise', 'rahatlattı', ',', 'çünkü', 'artık', 'istediğim', 'tercihleri', 'yapabilecektim', '.']",içi erimek,idiomatic,"[2, 5]"
4419,tr,Sırtına aldığı yük ağır gelince üstünden attı.,"['Sırtına', 'aldığı', 'yük', 'ağır', 'gelince', 'üstünden', 'attı', '.']",üstünden atmak,literal,[-1]
4420,tr,Para ya da zaman kazanmaya bak.,"['Para', 'ya', 'da', 'zaman', 'kazanmaya', 'bak', '.']",zaman kazanmak,idiomatic,"[3, 4]"
4421,tr,Bu kapandan çıkman için ona karşı saygılı davranmalısın,"['Bu', 'kapandan', 'çıkman', 'için', 'ona', 'karşı', 'saygılı', 'davranmalısın']",karşı çıkmak,literal,[-1]
